# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jun 18 01:13:11 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and decstr in [+37, +73])
# CONSTRAINT:  order by disc_year desc, sy_pnum asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
TOI-2285 b,TOI-2285,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955000,0.00013000,-0.00010000,0,0.136300,0.001000,-0.001000,0,1.740,0.080,-0.080,0,19.50000,,,1,0.06135,,,1,Mass,0.300000,0.100000,-0.090000,0,1.54,0.14,-0.14,0,284,6,-6,0,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491.00,58.00,-58.00,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.050,0.120,-0.120,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.4090000,0.0470000,-0.0470000
TOI-1298 b,TOI-1298,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,4.53716400,0.00001200,-0.00001200,0,0.059000,0.002300,-0.002300,0,9.427,0.235,-0.235,0,113.14691,10.17051,-10.17051,0,0.35600,0.03200,-0.03200,0,Mass,0.032000,0.034000,-0.023000,0,,,,,1388,24,-24,0,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5889.00,43.00,-43.00,0,1.41,0.03,-0.03,0,1.44,0.10,-0.10,0,0.490,0.030,-0.030,0,[Fe/H],4.39,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.0360000,2.0010000,-1.9780000
TOI-1296 b,TOI-1296,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,3.94437150,0.00000580,-0.00000580,0,0.049700,0.002300,-0.002800,0,13.798,0.347,-0.347,0,94.71287,12.39531,-12.39531,0,0.29800,0.03900,-0.03900,0,Mass,0.055000,0.061000,-0.038000,0,,,,,1562,43,-31,0,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5603.00,47.00,-47.00,0,1.66,0.04,-0.04,0,1.17,0.14,-0.14,0,0.440,0.040,-0.040,0,[Fe/H],4.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.2650000,2.8450000,-2.7970000
TIC 257060897 b,TIC 257060897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,3.66002800,0.00000600,-0.00000600,0,0.051000,0.002000,-0.002000,0,16.701,0.448,-0.448,0,212.94503,9.53485,-9.53485,0,0.67000,0.03000,-0.03000,0,Mass,0.030000,0.020000,-0.020000,0,,,,,1762,21,-21,0,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.7030000,5.1260000,-5.0250000
TOI-1634 b,TOI-1634,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.98934550,0.00000600,-0.00000600,0,,,,,1.773,0.077,-0.077,0,7.57000,0.71000,-0.72000,0,0.02382,0.00223,-0.00227,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=HIRANO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..161H/abstract target=ref>Hirano et al. 2021</a>,,3472.00,70.00,-70.00,0,0.45,0.02,-0.02,0,0.45,0.01,-0.01,0,0.190,0.120,-0.120,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.2736000,0.0527000,-0.0526000
TOI-1444 b,TOI-1444,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...62D/abstract target=ref>Dai et al. 2021</a>,0.47026940,0.00000440,-0.00000440,0,,,,,1.397,0.064,-0.064,0,3.87000,0.71000,-0.71000,0,0.01218,0.00223,-0.00223,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...62D/abstract target=ref>Dai et al. 2021</a>,,5430.00,90.00,-90.00,0,0.91,0.02,-0.02,0,0.93,0.04,-0.04,0,0.130,0.060,-0.060,0,[Fe/H],4.49,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.4630000,0.3370000,-0.3350000
TOI-2076 b,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,10.35509000,0.00020000,-0.00014000,0,0.068200,0.001300,-0.001300,0,2.518,0.036,-0.036,0,,,,,,,,,,,,,,84.06,5.07,-4.78,0,797,12,-12,0,1,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200.00,70.00,-70.00,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.090,0.040,-0.040,0,[Fe/H],4.45,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,0.0528000,-0.0526000
TOI-2076 c,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,21.01538000,0.00084000,-0.00074000,0,0.109300,0.002100,-0.002100,0,3.497,0.043,-0.043,0,,,,,,,,,,,,,,32.70,1.90,-1.90,0,630,9,-9,0,1,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200.00,70.00,-70.00,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.090,0.040,-0.040,0,[Fe/H],4.45,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,0.0528000,-0.0526000
TOI-2076 d,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,35.12537000,0.00067000,-0.00067000,0,0.153900,0.002900,-0.002900,0,3.232,0.063,-0.063,0,,,,,,,,,,,,,,16.50,1.00,-1.00,0,530,8,-8,0,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200.00,70.00,-70.00,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.090,0.040,-0.040,0,[Fe/H],4.45,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091000,0.0528000,-0.0526000
TOI-1749 b,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,2.38839000,0.00031000,-0.00066000,0,0.029100,0.000500,-0.000500,0,1.390,0.210,-0.190,0,57.00000,,,1,0.17934,,,1,Mass,0.140000,,,1,,,,,831,18,-18,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.260,0.080,-0.080,0,[Fe/H],4.70,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,0.1172000,-0.1172000
TOI-1749 c,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.49290000,0.00380000,-0.00270000,0,0.044300,0.000800,-0.000800,0,2.120,0.120,-0.120,0,14.00000,,,1,0.04405,,,1,Mass,0.019000,,,1,,,,,673,15,-15,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.260,0.080,-0.080,0,[Fe/H],4.70,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,0.1172000,-0.1172000
TOI-1749 d,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,9.04970000,0.00490000,-0.00320000,0,0.070700,0.001200,-0.001200,0,2.520,0.150,-0.150,0,15.00000,,,1,0.04720,,,1,Mass,0.062000,,,1,,,,,533,12,-12,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985.00,55.00,-55.00,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.260,0.080,-0.080,0,[Fe/H],4.70,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.4194660,99.5561000,0.1172000,-0.1172000
TOI-1260 b,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,3.12746300,0.00000500,-0.00000500,0,0.036700,0.001100,-0.001100,0,2.410,0.050,-0.050,0,8.56000,1.54000,-1.54000,0,0.02693,0.00485,-0.00485,0,Mass,0.000000,,,0,95.58,0.07,-0.07,0,871,24,-24,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,85.00,-85.00,0,0.67,0.01,-0.01,0,0.68,0.10,-0.06,0,-0.100,0.070,-0.070,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,0.1607000,-0.1601000
TOI-1260 c,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,7.49313400,0.00002000,-0.00002000,0,0.065700,0.002000,-0.002000,0,2.760,0.070,-0.070,0,13.20000,4.23000,-4.23000,0,0.04153,0.01331,-0.01331,0,Mass,0.000000,,,0,29.81,0.05,-0.05,0,651,18,-18,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,85.00,-85.00,0,0.67,0.01,-0.01,0,0.68,0.10,-0.06,0,-0.100,0.070,-0.070,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,0.1607000,-0.1601000
TOI-1899 b,TOI-1899,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,29.09031200,0.00003600,-0.00003500,0,0.152500,0.006500,-0.006000,0,11.097,0.336,-0.336,0,212.94503,12.71314,-12.71314,0,0.67000,0.04000,-0.04000,0,Mass,0.044000,0.029000,-0.027000,0,3.40,0.30,-0.20,0,378,8,-7,0,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,,3926.00,45.00,-47.00,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,0.280,0.110,-0.110,0,[Fe/H],4.67,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.4380000,0.2500000,-0.2500000
WD 1856+534 b,WD 1856+534,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.585..363V/abstract target=ref>Vanderburg et al. 2020</a>,1.40794050,0.00000110,-0.00000110,0,0.020400,0.001200,-0.001200,0,10.400,1.000,-1.000,0,4386.05400,,,0,13.80000,,,0,Mass,0.000000,,,0,0.18,0.02,-0.02,0,163,14,-18,0,0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.585..363V/abstract target=ref>Vanderburg et al. 2020</a>,,4710.00,60.00,-60.00,0,0.01,0.00,0.00,0,0.52,0.06,-0.06,0,,,,,,7.92,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m39.76s,284.4156750,+53d30m32.49s,53.5090244,24.7359000,0.0435000,-0.0433000
TOI-1728 b,TOI-1728,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,3.49151000,0.00006200,-0.00005700,0,0.039100,0.000900,-0.000900,0,5.050,0.160,-0.170,0,26.78000,5.43000,-5.13000,0,0.08426,0.01708,-0.01614,0,Mass,0.057000,0.054000,-0.039000,0,57.78,3.48,-3.48,0,767,8,-8,0,0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,M0,3980.00,31.00,-32.00,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,0.250,0.100,-0.100,0,[Fe/H],4.66,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m26.80s,120.6116787,+64d47m49.75s,64.7971531,60.7980000,0.1363500,-0.1363500
TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,3.44471400,0.00009000,-0.00009000,0,,,,,1.690,0.080,-0.080,0,6.69000,0.67000,-0.69000,0,0.02105,0.00211,-0.00217,0,Mass,0.049000,0.072000,-0.035000,0,,,,,,,,,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,M0.5 V,3997.00,51.00,-51.00,0,0.62,0.02,-0.02,0,0.63,0.02,-0.02,0,0.330,0.160,-0.160,0,[Fe/H],4.64,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345000,0.0478000,-0.0478000
TOI-1266 b,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.89484100,0.00001100,-0.00001100,0,0.072800,0.001100,-0.001100,0,2.620,0.110,-0.110,0,4.23000,0.69000,-0.69000,0,0.01331,0.00217,-0.00217,0,Mass,0.220000,,,1,5.50,1.10,-1.00,0,425,20,-19,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618.00,157.00,-157.00,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,0.0295000,-0.0295000
TOI-1266 c,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,18.80161100,0.00005300,-0.00005300,0,0.104700,0.001600,-0.001600,0,2.130,0.120,-0.120,0,2.88000,0.80000,-0.80000,0,0.00906,0.00252,-0.00252,0,Mass,0.340000,,,1,2.70,0.50,-0.40,0,354,16,-16,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618.00,157.00,-157.00,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,0.0295000,-0.0295000
